Price,Model Year,Engine Type,Engine Capacity,Assembly,Body Type,Transmission Type,Registration Status,Car Name
2385000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
111000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1530000,2019,Petrol,660,Local,Hatchback,Automatic,Un-Registered,Suzuki Alto
1650000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
1435000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3850000,2017,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
1440000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2650000,1998,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
3350000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3200000,2014,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
1990000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
920000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2750000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
910000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
8650000,2018,Diesel,2800,Local,SUV,Automatic,Registered,Toyota Fortuner
1625000,2016,Petrol,660,Imported,Hatchback,Automatic,Un-Registered,Suzuki Wagon
2100000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
965000,2001,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
840000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
400000,2000,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1985000,2012,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
2445000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1360000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2485000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
3785000,2019,Petrol,1798,Local,Sedan,Automatic,Registered,Toyota Corolla
1490000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1445000,2016,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1495000,2013,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Wagon
1815000,2011,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3550000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2300000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2400000,2012,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2390000,2015,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
1495000,2016,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Alto
1210000,2006,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
625000,2000,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1750000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1385000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1880000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3000000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
495000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1970000,2016,Petrol,1300,Imported,Sedan,Manual,Registered,Honda City
1170000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2980000,2014,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1025000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
585000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1140000,2004,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
1215000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2265000,2014,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
2350000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
1510000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
955000,2018,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
3045000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3345000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2245000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3345000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1420000,2015,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1835000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
895000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
5200000,2016,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
700000,2008,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1720000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1650000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1960000,2010,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
650000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2790000,2014,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2600000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
13900000,2012,Petrol,4000,Imported,SUV,Automatic,Registered,Toyota Prado
1725000,2008,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Prius
3400000,2019,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
4630000,2016,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
2725000,2018,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
1875000,2015,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
780000,2006,Hybrid,1300,Local,Sedan,Manual,Registered,Suzuki Liana
950000,2016,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1500000,2013,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1500000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1450000,2014,Petrol,660,Imported,Hatchback,Automatic,Un-Registered,Suzuki Wagon
925000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
650000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
2700000,1994,Diesel,4200,Imported,SUV,Automatic,Registered,Toyota Land
3025000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
875000,2001,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
2400000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1725000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3150000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
660000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
2525000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3025000,2016,Hybrid,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
34300000,2016,Petrol,4608,Imported,SUV,Automatic,Registered,Toyota Land
37500000,2016,Petrol,4608,Imported,SUV,Automatic,Un-Registered,Toyota Land
2200000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
4095000,2016,Hybrid,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
3190000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
725000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
1600000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
3300000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1230000,2012,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
20000000,2011,Petrol,4608,Imported,SUV,Automatic,Registered,Toyota Land
2495000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1750000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
550000,2009,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1700000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
11500000,2012,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
2480000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
3350000,2013,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
3280000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
675000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
430000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1250000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
3350000,2015,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
2250000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1050000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1025000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
16300000,2015,Petrol,2700,Imported,SUV,Automatic,Un-Registered,Toyota Prado
1620000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
550000,2011,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
660000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
630000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2595000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
370000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1620000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
3399000,2017,Hybrid,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
760000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
575000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1020000,2003,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
530000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2480000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1370000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
1090000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1680000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1300000,2008,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
770000,2000,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
750000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
2690000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
3295000,2019,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2475000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2050000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
1865000,2019,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
650000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2295000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2975000,2017,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2550000,2015,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
775000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
875000,2013,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2075000,2014,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1245000,2010,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
600000,2000,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
450000,1996,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1625000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1150000,2004,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
435000,2002,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1125000,2011,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
3300000,2013,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
760000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2275000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1700000,2018,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1720000,2011,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1210000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2350000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1725000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1950000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1850000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2196000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
895000,1999,Petrol,1600,Local,Sedan,Manual,Registered,Toyota Corolla
1525000,2013,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
2100000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
4750000,2017,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
2145000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3175000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1325000,2016,Petrol,1000,Imported,Hatchback,Manual,Registered,Suzuki Wagon
635000,1993,Petrol,2200,Imported,Sedan,Automatic,Registered,Mercedes Benz
2160000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1950000,2007,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
1190000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1080000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
12000000,2011,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
2225000,2013,Hybrid,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
775000,1991,Petrol,2000,Imported,Sedan,Automatic,Registered,Mercedes Benz
900000,1998,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
2300000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
1485000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
625000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
940000,1999,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
4000000,2008,Petrol,1800,Imported,Sedan,Automatic,Registered,Mercedes Benz
2840000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
2530000,2014,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1430000,2012,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Wagon
5400000,2002,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
2400000,2019,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3900000,2018,Petrol,1800,Local,Sedan,Automatic,Un-Registered,Honda Civic
1495000,2008,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
885000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
570000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
7500000,2013,Hybrid,2400,Imported,Sedan,Automatic,Registered,Mercedes Benz
890000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1530000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
580000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Baleno
330000,1998,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
2050000,2010,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1725000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
900000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1955000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1344000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1600000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2650000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1700000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
370000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
895000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
575000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1600000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2370000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2075000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2125000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2350000,1993,Petrol,3200,Imported,Sedan,Automatic,Registered,Mercedes Benz
3495000,2015,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
6400000,2017,Hybrid,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
2250000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2400000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
775000,2002,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
2050000,2010,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
900000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1550000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2700000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3540000,2014,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1050000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
620000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
820000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
900000,2017,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
3800000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2100000,2007,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
1295000,2017,Petrol,660,Imported,Hatchback,Manual,Registered,Suzuki Wagon
600000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
6900000,2016,Petrol,2700,Local,SUV,Automatic,Registered,Toyota Fortuner
3800000,2015,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
550000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Baleno
615000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2540000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
749000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
4500000,2001,Diesel,4164,Imported,SUV,Automatic,Registered,Toyota Land
2650000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
4610000,2016,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
1375000,2012,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
4850000,2017,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
3650000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2235000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1785000,2013,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
980000,2018,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
2325000,2016,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1080000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1650000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2700000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1050000,2004,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
495000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1615000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1320000,2008,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
730000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
4800000,2016,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2900000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
2320000,2011,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2195000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
665000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2875000,2016,Hybrid,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
1815000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
990000,2003,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1570000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1700000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1995000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3030000,2015,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
4000000,2019,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1310000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2400000,2018,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
1200000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2300000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2250000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1100000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1425000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1300000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1850000,2011,Diesel,2000,Imported,Sedan,Manual,Registered,Toyota Corolla
1400000,2009,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1730000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3100000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1800000,2018,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
4550000,2017,Hybrid,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
2250000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
3225000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2850000,2016,Hybrid,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
635000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2200000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
3900000,2015,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
3655000,2016,Hybrid,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
3300000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1190000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
4700000,2016,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
1450000,2013,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
975000,2005,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
795000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1350000,2012,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1850000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2125000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1750000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2640000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
3000000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
160000,1992,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
650000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
470000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
650000,1998,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
1490000,2016,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
695000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
22000000,2013,Petrol,4608,Imported,SUV,Automatic,Registered,Toyota Land
3350000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3380000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
13900000,2013,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
910000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1450000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1600000,2007,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1580000,2004,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
750000,2001,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
650000,2015,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
3400000,2019,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
495000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Baleno
820000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
470000,2003,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
670000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
6500000,2012,Petrol,4000,Imported,SUV,Automatic,Registered,Toyota Prado
1000000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1650000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1850000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1630000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1900000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
7500000,2017,Petrol,2700,Local,SUV,Automatic,Registered,Toyota Fortuner
3950000,2016,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
15500000,2012,Petrol,4000,Imported,SUV,Automatic,Un-Registered,Toyota Prado
1070000,2003,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
3800000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
8600000,2015,Petrol,1600,Local,Sedan,Automatic,Registered,Mercedes Benz
675000,2015,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1350000,2001,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
550000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2750000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1300000,2006,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
5000000,2003,Petrol,3378,Imported,SUV,Automatic,Registered,Toyota Prado
1680000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1610000,2016,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
